alcoholPercentage,assortmentText,bottleText,categoryLevel1,categoryLevel2,categoryLevel3,country,customCategoryTitle,grapes,originLevel1,originLevel2,packagingLevel1,price,producerName,productId,productNameBold,productNameThin,productNumber,productNumberShort,restrictedParcelQuantity,sugarContentGramPer100ml,tasteClockBody,tasteClockCasque,tasteClockFruitacid,tasteClockRoughness,tasteClockSweetness,tasteClocks,vintage,volume,volumeText,full_name
15.0,Ordervaror,Flaska,Vin,Rött vin,,Italien,Rött vin,[],Piemonte,Barolo,Glasflaska,999.0,Damilano Azienda Agricola,31398923,Damilano,Barolo Cannubi,5929601,59296,0,0.0,0,0,0,0,0,[],2017,750,750 ml,Damilano Azienda Agricola Damilano Barolo Cannubi
14.5,Ordervaror,Flaska,Vin,Rött vin,,Italien,Rött vin,[],Piemonte,Barolo,Glasflaska,479.0,Damilano Azienda Agricola,31398924,Damilano,Barolo Lecinquevigne,5930101,59301,0,0.0,0,0,0,0,0,[],2018,750,750 ml,Damilano Azienda Agricola Damilano Barolo Lecinquevigne
14.0,Ordervaror,Flaska,Vin,Rött vin,,Italien,Rött vin,['Nebbiolo'],Piemonte,Langhe,Glasflaska,209.0,Damilano Azienda Agricola,31398937,Damilano,Nebbiolo Marghe,5929801,59298,0,0.3,0,0,0,0,0,[],2021,750,750 ml,Damilano Azienda Agricola Damilano Nebbiolo Marghe
13.5,Ordervaror,Flaska,Vin,Vitt vin,,Italien,Vitt vin,[],Piemonte,Langhe,Glasflaska,169.0,Damilano,31554187,Damilano Langhe Arneis,Damilano,5932201,59322,0,0.4,0,0,0,0,0,[],2022,750,750 ml,Damilano Damilano Langhe Arneis Damilano
12.5,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Italien,"Mousserande vin, Vitt Torrt",['Corvina'],,,Glasflaska,410.0,Azienda Agricola Damoli Bruno,24514901,Damoli,Avant-Garde Corvina Brut,7396001,73960,0,0.0,0,0,0,0,0,[],,750,750 ml,Azienda Agricola Damoli Bruno Damoli Avant-Garde Corvina Brut
14.5,Fast sortiment,Flaska,Vin,Rött vin,Fruktigt & Smakrikt,Australien,"Rött vin, Fruktigt & Smakrikt",['Cabernet sauvignon'],South Australia,Adelaide,Glasflaska,89.0,Dandelion Vineyards,24385816,Dandelion Vineyards,Lion’s Roar of the Barossa Cabernet Sauvignon,256702,2567,0,0.0,8,8,9,8,0,"[{'key': 'TasteClockBody', 'value': 8}, {'key': 'TasteClockRoughness', 'value': 8}, {'key': 'TasteClockFruitacid', 'value': 9}]",2022,375,375 ml,Dandelion Vineyards Dandelion Vineyards Lion’s Roar of the Barossa Cabernet Sauvignon
14.5,Tillfälligt sortiment,Flaska,Vin,Rött vin,Fruktigt & Smakrikt,Australien,"Rött vin, Fruktigt & Smakrikt",['Shiraz'],South Australia,Fleurieu,Glasflaska,219.0,Dandelion Vineyards,24396266,Dandelion Vineyards,Firehawk McLaren Vale Shiraz,9588101,95881,0,0.0,10,8,9,8,0,"[{'key': 'TasteClockBody', 'value': 10}, {'key': 'TasteClockRoughness', 'value': 8}, {'key': 'TasteClockFruitacid', 'value': 9}]",2021,750,750 ml,Dandelion Vineyards Dandelion Vineyards Firehawk McLaren Vale Shiraz
14.5,Ordervaror,Flaska,Vin,Rött vin,,Australien,Rött vin,['Shiraz'],South Australia,,Glasflaska,699.0,Dandelion Vineyards,24509403,Dandelion Vineyards,Red Queen of Eden Valley Shiraz,7633801,76338,0,0.0,0,0,0,0,0,[],2016,750,750 ml,Dandelion Vineyards Dandelion Vineyards Red Queen of Eden Valley Shiraz
14.5,Tillfälligt sortiment,Flaska,Vin,Rött vin,Fruktigt & Smakrikt,Australien,"Rött vin, Fruktigt & Smakrikt",['Mataro'],South Australia,Adelaide,Glasflaska,199.0,Dandelion Vineyards,24520480,Dandelion Vineyards,March Hare of the Barossa Mataro,9423401,94234,0,0.0,10,8,9,9,0,"[{'key': 'TasteClockBody', 'value': 10}, {'key': 'TasteClockRoughness', 'value': 9}, {'key': 'TasteClockFruitacid', 'value': 9}]",2022,750,750 ml,Dandelion Vineyards Dandelion Vineyards March Hare of the Barossa Mataro
14.5,Fast sortiment,Lättare glasflaska,Vin,Rött vin,Fruktigt & Smakrikt,Australien,"Rött vin, Fruktigt & Smakrikt",['Cabernet sauvignon'],South Australia,Limestone Coast,Lättare glasflaska,189.0,Dandelion Vineyards,36691265,Dandelion Vineyards,Fearless Fronds of Coonawarra Cabernet Sauvignon,232501,2325,0,0.0,10,10,9,9,0,"[{'key': 'TasteClockBody', 'value': 10}, {'key': 'TasteClockRoughness', 'value': 9}, {'key': 'TasteClockFruitacid', 'value': 9}]",2021,750,750 ml,Dandelion Vineyards Dandelion Vineyards Fearless Fronds of Coonawarra Cabernet Sauvignon
14.5,Fast sortiment,Flaska,Vin,Rött vin,Fruktigt & Smakrikt,Australien,"Rött vin, Fruktigt & Smakrikt",['Shiraz'],South Australia,Adelaide,Glasflaska,135.0,Dandelion Vineyards,503391,Dandelion Vineyards,Lionheart of the Barossa Shiraz,212901,2129,0,0.0,10,8,9,9,0,"[{'key': 'TasteClockBody', 'value': 10}, {'key': 'TasteClockRoughness', 'value': 9}, {'key': 'TasteClockFruitacid', 'value': 9}]",2021,750,750 ml,Dandelion Vineyards Dandelion Vineyards Lionheart of the Barossa Shiraz
14.5,Fast sortiment,Flaska,Vin,Rött vin,Fruktigt & Smakrikt,Australien,"Rött vin, Fruktigt & Smakrikt",['Shiraz'],South Australia,Adelaide,Glasflaska,79.0,Dandelion Vineyards,503399,Dandelion Vineyards,Lionheart of the Barossa Shiraz,212902,2129,0,0.0,10,8,9,9,0,"[{'key': 'TasteClockBody', 'value': 10}, {'key': 'TasteClockRoughness', 'value': 9}, {'key': 'TasteClockFruitacid', 'value': 9}]",2020,375,375 ml,Dandelion Vineyards Dandelion Vineyards Lionheart of the Barossa Shiraz
13.0,Ordervaror,Flaska,Vin,Vitt vin,,Sydafrika,Vitt vin,[],Western Cape,Breede River Valley,Glasflaska,149.0,De Wetshof Estate,29668286,Danie de Wet,Chardonnay Pinot Noir,5060601,50606,0,0.0,0,0,0,0,0,[],2022,750,750 ml,De Wetshof Estate Danie de Wet Chardonnay Pinot Noir
12.0,Ordervaror,Flaska,Vin,Mousserande vin,,Spanien,Mousserande vin,['Albariño'],Galicien,Rías Baixas,Glasflaska,249.0,Adegas Galegas,37861157,Danza,Rias Baixas,5914301,59143,0,0.0,0,0,0,0,0,[],,750,750 ml,Adegas Galegas Danza Rias Baixas
15.0,Ordervaror,Flaska,Vin,Rött vin,,USA,Rött vin,['Cabernet sauvignon'],Kalifornien,Central Coast,Glasflaska,3499.0,DAOU Family Estates,40598440,Daou,Patrimony Cabernet Sauvignon,7050901,70509,0,0.0,0,0,0,0,0,[],2018,750,750 ml,DAOU Family Estates Daou Patrimony Cabernet Sauvignon
14.5,Ordervaror,Flaska,Vin,Vitt vin,,USA,Vitt vin,[],Kalifornien,,Glasflaska,119.0,Dark Horse,1138384,Dark Horse,Chardonnay,7248701,72487,0,0.0,0,0,0,0,0,[],2021,750,750 ml,Dark Horse Dark Horse Chardonnay
14.5,Fast sortiment,Flaska,Vin,Rött vin,Fruktigt & Smakrikt,USA,"Rött vin, Fruktigt & Smakrikt",['Zinfandel'],Kalifornien,,Glasflaska,111.0,Dark Horse,1142003,Dark Horse,Zinfandel,464501,4645,0,0.5,8,4,9,8,0,"[{'key': 'TasteClockBody', 'value': 8}, {'key': 'TasteClockRoughness', 'value': 8}, {'key': 'TasteClockFruitacid', 'value': 9}]",2021,750,750 ml,Dark Horse Dark Horse Zinfandel
15.0,Ordervaror,Flaska,Vin,Rött vin,Fruktigt & Smakrikt,Australien,"Rött vin, Fruktigt & Smakrikt",['Shiraz'],South Australia,Adelaide,Glasflaska,149.0,Claymore Wines,19687696,Dark Side of The Moon,Shiraz,273601,2736,0,0.0,10,8,9,9,0,"[{'key': 'TasteClockBody', 'value': 10}, {'key': 'TasteClockRoughness', 'value': 9}, {'key': 'TasteClockFruitacid', 'value': 9}]",2018,750,750 ml,Claymore Wines Dark Side of The Moon Shiraz
14.5,Ordervaror,Flaska,Vin,Rött vin,Fruktigt & Smakrikt,Australien,"Rött vin, Fruktigt & Smakrikt",['Shiraz'],South Australia,Adelaide,Glasflaska,79.0,Claymore Wines,19688056,Dark Side of The Moon,Shiraz,273602,2736,0,0.0,10,8,9,9,0,"[{'key': 'TasteClockBody', 'value': 10}, {'key': 'TasteClockRoughness', 'value': 9}, {'key': 'TasteClockFruitacid', 'value': 9}]",2018,375,375 ml,Claymore Wines Dark Side of The Moon Shiraz
13.5,Fast sortiment,Lättare glasflaska,Vin,Rött vin,Fruktigt & Smakrikt,Chile,"Rött vin, Fruktigt & Smakrikt","['Cabernet sauvignon', 'Carignan', 'Carmenère']",Valle Central,Maule,Lättare glasflaska,109.0,Iconic Wines,24679315,Darling,Carignan Red Blend,207101,2071,0,0.0,7,4,9,7,0,"[{'key': 'TasteClockBody', 'value': 7}, {'key': 'TasteClockRoughness', 'value': 7}, {'key': 'TasteClockFruitacid', 'value': 9}]",2021,750,750 ml,Iconic Wines Darling Carignan Red Blend
14.5,Tillfälligt sortiment,Flaska,Vin,Rött vin,Fruktigt & Smakrikt,USA,"Rött vin, Fruktigt & Smakrikt","['Zinfandel', 'Petite sirah']",Kalifornien,North Coast,Glasflaska,351.0,Dashe Cellars,37094313,Dashe,Dry Creek Zinfandel,9439401,94394,0,0.0,10,8,9,9,0,"[{'key': 'TasteClockBody', 'value': 10}, {'key': 'TasteClockRoughness', 'value': 9}, {'key': 'TasteClockFruitacid', 'value': 9}]",2021,750,750 ml,Dashe Cellars Dashe Dry Creek Zinfandel
12.5,Ordervaror,Flaska,Vin,Vitt vin,,Sydafrika,Vitt vin,['Chenin blanc'],,,Glasflaska,329.0,David & Nadia,36690373,David & Nadia,Chenin Blanc,5652701,56527,0,0.0,0,0,0,0,0,[],2020,750,750 ml,David & Nadia David & Nadia Chenin Blanc
13.0,Tillfälligt sortiment,Flaska,Vin,Rött vin,Fruktigt & Smakrikt,Sydafrika,"Rött vin, Fruktigt & Smakrikt",['Pinotage'],Western Cape,Coastal Region,Glasflaska,169.0,David & Nadia,38946816,David & Nadia,Pinotage,9203001,92030,0,0.0,6,4,10,7,0,"[{'key': 'TasteClockBody', 'value': 6}, {'key': 'TasteClockRoughness', 'value': 7}, {'key': 'TasteClockFruitacid', 'value': 10}]",2022,750,750 ml,David & Nadia David & Nadia Pinotage
13.0,Tillfälligt sortiment,Flaska,Vin,Rött vin,,Sydafrika,Rött vin,['Grenache noir'],Western Cape,Coastal Region,Glasflaska,319.0,David & Nadia,41955972,David & Nadia,Grenache Noir,9007701,90077,0,0.0,0,0,0,0,0,[],2022,750,750 ml,David & Nadia David & Nadia Grenache Noir
13.5,Ordervaror,Flaska,Vin,Rött vin,,Spanien,Rött vin,[],Rioja,,Glasflaska,161.0,Bodegas Manzanos,24579763,De Alto,El Primero Rioja,5112101,51121,6,0.0,0,0,0,0,0,[],2019,750,750 ml,Bodegas Manzanos De Alto El Primero Rioja
13.0,Ordervaror,Flaska,Vin,Rött vin,,Italien,Rött vin,"['Montepulciano', 'Sangiovese']",Marche,Rosso Piceno,Glasflaska,189.0,Tenuta de Angelis,24398011,De Angelis,Rosso Piceno,7715401,77154,0,0.5,0,0,0,0,0,[],2017,750,750 ml,Tenuta de Angelis De Angelis Rosso Piceno
13.0,Ordervaror,Flaska,Vin,Rött vin,,Italien,Rött vin,"['Montepulciano', 'Sangiovese']",Marche,Rosso Piceno,Glasflaska,199.0,Tenuta de Angelis,24398013,De Angelis,Rosso Piceno Superiore,7475801,74758,0,0.5,0,0,0,0,0,[],2016,750,750 ml,Tenuta de Angelis De Angelis Rosso Piceno Superiore
13.0,Ordervaror,Flaska,Vin,Rött vin,,Italien,Rött vin,['Montepulciano'],Abruzzerna,Montepulciano d'Abruzzo,Glasflaska,189.0,Tenuta de Angelis,24398018,De Angelis,Montepulciano d´Abruzzo,7497601,74976,0,0.5,0,0,0,0,0,[],2019,750,750 ml,Tenuta de Angelis De Angelis Montepulciano d´Abruzzo
14.0,Ordervaror,Flaska,Vin,Rött vin,,Italien,Rött vin,"['Montepulciano', 'Sangiovese']",Marche,Rosso Piceno,Glasflaska,276.0,Tenuta de Angelis,24404931,De Angelis,Oro Rosso Piceno Superiore,7272701,72727,0,0.5,0,0,0,0,0,[],2015,750,750 ml,Tenuta de Angelis De Angelis Oro Rosso Piceno Superiore
12.5,Ordervaror,Flaska,Vin,Vitt vin,,Italien,Vitt vin,['Passerina'],Marche,Offida,Glasflaska,190.0,Tenuta de Angelis,24474939,De Angelis,Passerina Offida,7777101,77771,0,0.5,0,0,0,0,0,[],2019,750,750 ml,Tenuta de Angelis De Angelis Passerina Offida
11.5,Fast sortiment,Lättare glasflaska,Vin,Vitt vin,Druvigt & Blommigt,Australien,"Vitt vin, Druvigt & Blommigt","['Riesling', 'Gewürztraminer']",South Eastern Australia,,Lättare glasflaska,89.0,De Bortoli,268395,De Bortoli,Gewürztraminer Riesling,640301,6403,0,2.4,5,1,8,0,5,"[{'key': 'TasteClockSweetness', 'value': 5}, {'key': 'TasteClockBody', 'value': 5}, {'key': 'TasteClockFruitacid', 'value': 8}]",2022,750,750 ml,De Bortoli De Bortoli Gewürztraminer Riesling
9.5,Ordervaror,Flaska,Vin,Vitt vin,,Australien,Vitt vin,['Sémillon'],New South Wales,Big Rivers,Glasflaska,249.0,De Bortoli Wines Pty Ltd,24704806,De Bortoli,Noble One Botrytis Semillon,5637902,56379,0,2.0,0,0,0,0,0,[],2015,375,375 ml,De Bortoli Wines Pty Ltd De Bortoli Noble One Botrytis Semillon
15.5,Ordervaror,Flaska,Vin,Rött vin,,Italien,Rött vin,"['Corvina', 'Corvinone', 'Rondinella', 'Oseleta']",Venetien,Valpolicella,Glasflaska,2599.0,Tommasi Viticoltori,18159640,De Buris,Amarone Riserva,7539301,75393,0,0.43,0,0,0,0,0,[],2010,750,750 ml,Tommasi Viticoltori De Buris Amarone Riserva
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,['Chardonnay'],Champagne,,Glasflaska,397.0,Champagne de Lozey,24701966,De Lozey,Blanc de Blanc Brut,5623101,56231,0,0.6,0,0,0,0,0,[],,750,750 ml,Champagne de Lozey De Lozey Blanc de Blanc Brut
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,['Pinot noir'],Champagne,,Glasflaska,379.0,Champagne de Lozey,24672111,De Lozey,Blanc de Noir Extra Brut,5490501,54905,0,0.6,0,0,0,0,0,[],,750,750 ml,Champagne de Lozey De Lozey Blanc de Noir Extra Brut
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,"['Pinot noir', 'Chardonnay']",Champagne,,Glasflaska,359.0,Champagne de Lozey,24672729,De Lozey,Tradition Brut,5492401,54924,0,0.6,0,0,0,0,0,[],,750,750 ml,Champagne de Lozey De Lozey Tradition Brut
13.0,Ordervaror,Lättare glasflaska,Vin,Vitt vin,Friskt & Fruktigt,Chile,"Vitt vin, Friskt & Fruktigt","['Sauvignon blanc', 'Sémillon']",Valle Central,Maipo,Lättare glasflaska,119.0,De Martino,29337807,De Martino Legado,Semillón Sauvignon Blanc,469701,4697,0,0.0,5,4,10,0,1,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 5}, {'key': 'TasteClockFruitacid', 'value': 10}]",2021,750,750 ml,De Martino De Martino Legado Semillón Sauvignon Blanc
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Rosé,Frankrike,Roséchampagne,[],Champagne,,Glasflaska,795.0,De Saint Gall,440193,De Saint Gall,Grand Cru Rosé,7719801,77198,0,0.6,0,0,0,0,0,[],,750,750 ml,De Saint Gall De Saint Gall Grand Cru Rosé
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Rosé,Frankrike,Roséchampagne,[],Champagne,,Glasflaska,495.0,De Saint Gall,367916,De Saint Gall,Brut Rosé,741701,7417,0,0.0,0,0,0,0,0,[],,750,750 ml,De Saint Gall De Saint Gall Brut Rosé
12.5,Tillfälligt sortiment,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,['Chardonnay'],Champagne,,Glasflaska,487.0,Union Champagne,24639908,De Saint-Gall,Blanc de Blancs Grand Cru Brut,9216001,92160,0,0.0,6,1,10,0,1,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 6}, {'key': 'TasteClockFruitacid', 'value': 10}]",2017,750,750 ml,Union Champagne De Saint-Gall Blanc de Blancs Grand Cru Brut
14.5,Ordervaror,Flaska,Vin,Rött vin,,Sydafrika,Rött vin,"['Merlot', 'Cabernet sauvignon', 'Cabernet franc', 'Malbec', 'Petit verdot']",Western Cape,Coastal Region,Glasflaska,321.0,De Toren Private Cellar,570761,De Toren,Z,7154501,71545,0,0.0,0,0,0,0,0,[],2016,750,750 ml,De Toren Private Cellar De Toren Z
14.5,Tillfälligt sortiment,Flaska,Vin,Rött vin,Fruktigt & Smakrikt,Sydafrika,"Rött vin, Fruktigt & Smakrikt","['Cabernet sauvignon', 'Cabernet franc', 'Malbec', 'Merlot', 'Petit verdot']",Western Cape,Coastal Region,Glasflaska,371.0,De Toren Private Cellar,34733268,De Toren,Fusion V,9223401,92234,0,0.0,10,10,9,9,0,"[{'key': 'TasteClockBody', 'value': 10}, {'key': 'TasteClockRoughness', 'value': 9}, {'key': 'TasteClockFruitacid', 'value': 9}]",2020,750,750 ml,De Toren Private Cellar De Toren Fusion V
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,['Chardonnay'],Champagne,,Glasflaska,793.0,Champagne de Venoge,24422457,De Venoge,Princes Blanc de Blancs,7787101,77871,0,0.0,0,0,0,0,0,[],,750,750 ml,Champagne de Venoge De Venoge Princes Blanc de Blancs
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Rosé,Frankrike,Roséchampagne,['Pinot noir'],Champagne,,Glasflaska,793.0,Champagne de Venoge,24422458,De Venoge,Princes Rosé,7781601,77816,0,0.0,0,0,0,0,0,[],,750,750 ml,Champagne de Venoge De Venoge Princes Rosé
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,['Pinot noir'],Champagne,,Glasflaska,793.0,Champagne de Venoge,24422460,De Venoge,Princes Blanc de Noirs,7737401,77374,0,0.0,0,0,0,0,0,[],,750,750 ml,Champagne de Venoge De Venoge Princes Blanc de Noirs
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,"['Chardonnay', 'Pinot noir', 'Pinot meunier']",Champagne,,Glasflaska,793.0,De Venoge,24437807,De Venoge,Princes Extra Brut,7747901,77479,0,0.0,0,0,0,0,0,[],,750,750 ml,De Venoge De Venoge Princes Extra Brut
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Rosé,Frankrike,Roséchampagne,['Pinot noir'],Champagne,,Glasflaska,1350.0,De Venonge,44438517,De Venoge,Grand Vin des Princes Rosé Brut,7037401,70374,0,0.0,0,0,0,0,0,[],2014,750,750 ml,De Venonge De Venoge Grand Vin des Princes Rosé Brut
13.5,Ordervaror,Flaska,Vin,Vitt vin,,Sydafrika,Vitt vin,['Chardonnay'],Western Cape,Breede River Valley,Glasflaska,239.0,De Wetshof Estate,29668287,De Wetshof Lesca,Chardonnay,5061901,50619,0,0.0,0,0,0,0,0,[],2021,750,750 ml,De Wetshof Estate De Wetshof Lesca Chardonnay
13.5,Ordervaror,Flaska,Vin,Vitt vin,,Sydafrika,Vitt vin,['Chardonnay'],Western Cape,Breede River Valley,Glasflaska,299.0,De Wetshof Estate,29668284,De Wetshof The Site,Chardonnay,5052001,50520,0,0.0,0,0,0,0,0,[],2020,750,750 ml,De Wetshof Estate De Wetshof The Site Chardonnay
13.5,Ordervaror,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,[],Rhonedalen,Hermitage,Glasflaska,1799.0,M.Chapoutier,1091708,De l'Orée,M Chapoutier,7295901,72959,0,0.0,0,0,0,0,0,[],2018,750,750 ml,M.Chapoutier De l'Orée M Chapoutier
13.5,Tillfälligt sortiment,Flaska,Vin,Vitt vin,Fylligt & Smakrikt,Italien,"Vitt vin, Fylligt & Smakrikt","['Carricante', 'Catarratto', 'Minella']",Sicilien,Etna,Glasflaska,181.0,Terra Costantino,24490530,DeAetna Bianco,Terra Costantino,9257401,92574,0,0.0,5,1,10,0,1,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 5}, {'key': 'TasteClockFruitacid', 'value': 10}]",2021,750,750 ml,Terra Costantino DeAetna Bianco Terra Costantino
13.5,Fast sortiment,Lättare glasflaska,Vin,Rött vin,Kryddigt & Mustigt,Italien,"Rött vin, Kryddigt & Mustigt","['Nerello mascalese', 'Nerello cappuccio']",Sicilien,Etna,Lättare glasflaska,189.0,Terra Costantino,21955629,DeAetna Rosso,Terra Costantino,240001,2400,0,0.0,7,4,10,8,0,"[{'key': 'TasteClockBody', 'value': 7}, {'key': 'TasteClockRoughness', 'value': 8}, {'key': 'TasteClockFruitacid', 'value': 10}]",2022,750,750 ml,Terra Costantino DeAetna Rosso Terra Costantino
14.5,Ordervaror,Flaska,Vin,Rött vin,Kryddigt & Mustigt,USA,"Rött vin, Kryddigt & Mustigt","['Pinot noir', 'Syrah']",Kalifornien,North Coast,Glasflaska,319.0,DeLoach Vineyards,585568,DeLoach Vineyards,Russian River Valley Pinot Noir,222201,2222,0,0.0,6,10,9,5,0,"[{'key': 'TasteClockBody', 'value': 6}, {'key': 'TasteClockRoughness', 'value': 5}, {'key': 'TasteClockFruitacid', 'value': 9}]",2019,750,750 ml,DeLoach Vineyards DeLoach Vineyards Russian River Valley Pinot Noir
14.5,Ordervaror,Flaska,Vin,Rött vin,,USA,Rött vin,[],Kalifornien,,Glasflaska,185.0,DeLoach Vineyards,35552722,DeLoach Vineyards,Heritage Reserve Pinot Noir,5371401,53714,0,0.0,0,0,0,0,0,[],2021,750,750 ml,DeLoach Vineyards DeLoach Vineyards Heritage Reserve Pinot Noir
14.5,Tillfälligt sortiment,Flaska,Vin,Vitt vin,Fylligt & Smakrikt,USA,"Vitt vin, Fylligt & Smakrikt",['Chardonnay'],Kalifornien,North Coast,Glasflaska,251.0,DeLoach Vineyards,37313164,DeLoach Vineyards,Russian River Valley Chardonnay,9507101,95071,0,0.0,8,10,9,0,1,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 8}, {'key': 'TasteClockFruitacid', 'value': 9}]",2021,750,750 ml,DeLoach Vineyards DeLoach Vineyards Russian River Valley Chardonnay
14.5,Ordervaror,Flaska,Vin,Rött vin,,USA,Rött vin,[],Kalifornien,,Glasflaska,159.0,DeLoach Vineyards,28074087,DeLoach Vineyards,Heritage Reserve Zinfandel,5792001,57920,0,0.0,0,0,0,0,0,[],2020,750,750 ml,DeLoach Vineyards DeLoach Vineyards Heritage Reserve Zinfandel
14.5,Ordervaror,Flaska,Vin,Vitt vin,,USA,Vitt vin,[],Kalifornien,North Coast,Glasflaska,419.0,DeLoach Vineyards,28148746,DeLoach Vineyards,OFS Russian River Valley Chardonnay,5794601,57946,0,0.0,0,0,0,0,0,[],2012,750,750 ml,DeLoach Vineyards DeLoach Vineyards OFS Russian River Valley Chardonnay
13.5,Ordervaror,Flaska,Vin,Vitt vin,,USA,Vitt vin,[],Kalifornien,,Glasflaska,185.0,DeLoach Vineyards,28396247,DeLoach Vineyards,Heritage Reserve Chardonnay,5803501,58035,0,0.0,0,0,0,0,0,[],2021,750,750 ml,DeLoach Vineyards DeLoach Vineyards Heritage Reserve Chardonnay
13.5,Ordervaror,Flaska,Vin,Rött vin,,USA,Rött vin,[],Kalifornien,,Glasflaska,185.0,DeLoach Vineyards,28396271,DeLoach Vineyards,Heritage Reserve Cabernet Sauvignon,5803601,58036,0,0.0,0,0,0,0,0,[],2020,750,750 ml,DeLoach Vineyards DeLoach Vineyards Heritage Reserve Cabernet Sauvignon
13.5,Ordervaror,Flaska,Vin,Rött vin,,USA,Rött vin,['Pinot noir'],Kalifornien,North Coast,Glasflaska,549.0,DeLoach Vineyards,28479124,DeLoach Vineyards,Green Valley Vineyard Pinot Noir,5811501,58115,0,0.0,0,0,0,0,0,[],2021,750,750 ml,DeLoach Vineyards DeLoach Vineyards Green Valley Vineyard Pinot Noir
13.5,Ordervaror,Flaska,Vin,Rött vin,,Italien,Rött vin,"['Nerello cappuccio', 'Nerello mascalese']",Sicilien,Etna,Glasflaska,249.0,Donnafugata,24672728,Dea Vulcano,Etna Rosso,5494401,54944,0,0.0,0,0,0,0,0,[],2021,750,750 ml,Donnafugata Dea Vulcano Etna Rosso
12.0,Fast sortiment,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,"['Pinot noir', 'Chardonnay', 'Pinot meunier']",Champagne,,Glasflaska,259.0,Enjoy Wine & Spirits,24591342,Debuchy,Brut Réserve,5161901,51619,0,0.8,6,1,9,0,2,"[{'key': 'TasteClockSweetness', 'value': 2}, {'key': 'TasteClockBody', 'value': 6}, {'key': 'TasteClockFruitacid', 'value': 9}]",,750,750 ml,Enjoy Wine & Spirits Debuchy Brut Réserve
13.0,Ordervaror,Flaska,Vin,Rött vin,,Nya Zeeland,Rött vin,['Malbec'],Hawke's Bay,,Glasflaska,266.0,Decibel,37878638,Decibel,Malbec,5509701,55097,0,0.0,0,0,0,0,0,[],2020,750,750 ml,Decibel Decibel Malbec
14.5,Tillfälligt sortiment,Flaska,Vin,Vitt vin,Fylligt & Smakrikt,USA,"Vitt vin, Fylligt & Smakrikt",['Chardonnay'],Kalifornien,North Coast,Glasflaska,249.0,Duckhorn Wine Company,37313203,Decoy Limited,Sonoma Coast Chardonnay,9507701,95077,0,0.0,7,4,9,0,1,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 7}, {'key': 'TasteClockFruitacid', 'value': 9}]",2021,750,750 ml,Duckhorn Wine Company Decoy Limited Sonoma Coast Chardonnay
12.0,Fast sortiment,Lättare glasflaska,Vin,Vitt vin,Friskt & Fruktigt,Tyskland,"Vitt vin, Friskt & Fruktigt",['Riesling'],Pfalz,,Lättare glasflaska,99.0,Drei Winner GmbH,13737617,Deep Roots,Riesling,580201,5802,0,0.6,4,1,10,0,2,"[{'key': 'TasteClockSweetness', 'value': 2}, {'key': 'TasteClockBody', 'value': 4}, {'key': 'TasteClockFruitacid', 'value': 10}]",2022,750,750 ml,Drei Winner GmbH Deep Roots Riesling
12.0,Ordervaror,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,"['Clairette', 'Cinsault']",,,Glasflaska,314.0,Les Vignes d’Olivier,43105205,Deferlante,orangée,7011101,70111,3,0.0,0,0,0,0,0,[],2023,750,750 ml,Les Vignes d’Olivier Deferlante orangée
15.0,Tillfälligt sortiment,Flaska,Vin,Rött vin,Kryddigt & Mustigt,Spanien,"Rött vin, Kryddigt & Mustigt",['Tempranillo'],Kastilien-León,,Glasflaska,341.0,Familia Fernandez Rivera,34707362,Dehesa 14,La Granja,9308101,93081,0,0.0,10,10,9,9,0,"[{'key': 'TasteClockBody', 'value': 10}, {'key': 'TasteClockRoughness', 'value': 9}, {'key': 'TasteClockFruitacid', 'value': 9}]",2009,750,750 ml,Familia Fernandez Rivera Dehesa 14 La Granja
